user_id,acquisition_channel,signup_date,first_transaction_date,churned,retained,tx_frequency_30d,tx_frequency_60,tx_frequency_90,cac_usd,ltv_90_usd
42,Organic Search,2025-06-10,2025-06-16,False,True,5,7,14,6,990.07
43,Referrals,2025-02-19,,True,False,0,0,0,4,0.0
44,Organic Search,2025-03-06,2025-03-20,True,False,3,3,3,6,371.81
45,Paid Ads,2025-04-08,2025-04-15,True,False,3,3,3,12,139.05
46,Paid Ads,2025-06-19,,True,False,0,0,0,12,0.0
47,Paid Ads,2025-01-08,,False,True,0,0,0,12,0.0
48,Paid Ads,2025-04-26,,True,False,0,0,0,12,0.0
49,Paid Ads,2025-05-24,,True,False,0,0,0,12,0.0
50,Paid Ads,2025-04-02,,False,True,0,0,0,12,0.0
51,Paid Ads,2025-03-03,,True,False,0,0,0,12,0.0
52,Paid Ads,2025-02-03,2025-02-09,True,False,1,1,1,12,41.99
53,Organic Search,2025-03-10,2025-03-17,False,True,2,5,10,6,652.49
54,Paid Ads,2025-02-16,2025-03-02,True,False,1,2,2,12,75.33
55,Paid Ads,2025-06-25,,False,True,0,0,0,12,0.0
56,Paid Ads,2025-03-10,,False,True,0,0,0,12,0.0
57,Paid Ads,2025-05-27,,True,False,0,0,0,12,0.0
58,Paid Ads,2025-01-02,2025-01-13,True,False,2,2,2,12,98.32
59,Organic Search,2025-06-10,,True,False,0,0,0,6,0.0
60,Organic Search,2025-02-12,2025-02-25,False,True,6,8,13,6,991.33
61,Paid Ads,2025-02-04,2025-02-14,False,True,2,4,6,12,203.14
62,Referrals,2025-02-27,2025-03-12,True,False,1,1,1,4,79.33
63,Social Media,2025-06-13,2025-06-22,True,False,3,3,3,8,99.97
64,Paid Ads,2025-04-06,2025-04-20,True,False,1,1,1,12,48.45
65,Organic Search,2025-04-09,2025-04-10,False,True,4,5,11,6,679.19
66,Paid Ads,2025-05-27,2025-06-03,True,False,3,4,4,12,169.26
67,Referrals,2025-04-21,2025-04-26,False,True,1,5,8,4,707.93
68,Social Media,2025-06-16,,False,True,0,0,0,8,0.0
69,Organic Search,2025-03-16,2025-03-28,True,False,2,3,3,6,212.33
70,Referrals,2025-06-17,2025-06-19,True,False,2,2,2,4,192.29
71,Referrals,2025-06-15,,False,True,0,0,0,4,0.0
72,Social Media,2025-02-14,,True,False,0,0,0,8,0.0
73,Paid Ads,2025-04-18,,True,False,0,0,0,12,0.0
74,Referrals,2025-02-27,2025-03-07,False,True,1,8,9,4,854.22
75,Organic Search,2025-04-02,,False,True,0,0,0,6,0.0
76,Paid Ads,2025-05-14,,True,False,0,0,0,12,0.0
77,Referrals,2025-02-16,,False,True,0,0,0,4,0.0
78,Referrals,2025-02-18,2025-02-19,False,True,6,9,16,4,1536.52
79,Paid Ads,2025-01-12,,False,True,0,0,0,12,0.0
80,Paid Ads,2025-05-02,2025-05-12,True,False,2,3,3,12,128.66
81,Paid Ads,2025-02-10,2025-02-21,True,False,1,1,1,12,53.55
82,Organic Search,2025-06-06,2025-06-09,True,False,2,2,2,6,123.85
83,Organic Search,2025-02-16,,False,True,0,0,0,6,0.0
84,Paid Ads,2025-02-02,,True,False,0,0,0,12,0.0
85,Social Media,2025-01-11,,True,False,0,0,0,8,0.0
86,Referrals,2025-05-09,2025-05-16,True,False,1,1,1,4,118.52
87,Social Media,2025-04-12,,True,False,0,0,0,8,0.0
88,Referrals,2025-03-26,2025-04-09,False,True,5,10,14,4,1546.22
89,Paid Ads,2025-04-23,,False,True,0,0,0,12,0.0
90,Social Media,2025-02-19,,True,False,0,0,0,8,0.0
91,Referrals,2025-02-26,2025-03-05,True,False,1,2,2,4,153.33
92,Paid Ads,2025-02-07,,True,False,0,0,0,12,0.0
93,Referrals,2025-06-28,,False,True,0,0,0,4,0.0
94,Referrals,2025-04-16,,True,False,0,0,0,4,0.0
95,Paid Ads,2025-05-25,,False,True,0,0,0,12,0.0
96,Referrals,2025-05-06,2025-05-17,False,True,1,8,15,4,1415.68
97,Referrals,2025-04-28,2025-05-02,False,True,1,4,7,4,727.21
98,Organic Search,2025-02-20,2025-02-25,False,True,2,7,13,6,912.74
99,Paid Ads,2025-01-01,,True,False,0,0,0,12,0.0
100,Paid Ads,2025-02-16,,False,True,0,0,0,12,0.0
101,Social Media,2025-03-04,,False,True,0,0,0,8,0.0
102,Referrals,2025-02-25,2025-03-07,True,False,2,3,3,4,287.03
103,Organic Search,2025-06-03,2025-06-11,False,True,3,10,17,6,1922.77
104,Paid Ads,2025-02-07,,False,True,0,0,0,12,0.0
105,Paid Ads,2025-01-28,2025-02-06,True,False,2,3,3,12,92.87
106,Paid Ads,2025-01-25,,True,False,0,0,0,12,0.0
107,Referrals,2025-04-21,2025-04-27,False,True,1,5,8,4,528.49
108,Social Media,2025-03-05,,True,False,0,0,0,8,0.0
109,Social Media,2025-05-01,2025-05-07,False,True,6,13,17,8,749.03
110,Paid Ads,2025-04-28,2025-05-06,True,False,2,2,2,12,92.61
111,Organic Search,2025-05-16,2025-05-29,True,False,2,3,3,6,177.94
112,Referrals,2025-04-23,2025-04-24,False,True,6,11,17,4,1032.02
113,Paid Ads,2025-04-10,2025-04-13,False,True,2,4,9,12,486.51
114,Paid Ads,2025-04-11,2025-04-20,True,False,2,2,2,12,79.62
115,Organic Search,2025-04-05,,True,False,0,0,0,6,0.0
116,Paid Ads,2025-02-04,,True,False,0,0,0,12,0.0
117,Paid Ads,2025-04-03,2025-04-12,True,False,2,2,2,12,97.1
118,Organic Search,2025-06-03,,False,True,0,0,0,6,0.0
119,Referrals,2025-05-26,,False,True,0,0,0,4,0.0
120,Paid Ads,2025-01-23,,True,False,0,0,0,12,0.0
121,Referrals,2025-02-22,,False,True,0,0,0,4,0.0
122,Paid Ads,2025-01-15,,True,False,0,0,0,12,0.0
123,Organic Search,2025-06-04,,False,True,0,0,0,6,0.0
124,Organic Search,2025-03-27,,False,True,0,0,0,6,0.0
125,Organic Search,2025-04-28,,False,True,0,0,0,6,0.0
126,Paid Ads,2025-02-16,,True,False,0,0,0,12,0.0
127,Paid Ads,2025-04-25,,True,False,0,0,0,12,0.0
128,Paid Ads,2025-03-15,2025-03-21,True,False,3,4,4,12,135.19
129,Social Media,2025-05-20,,False,True,0,0,0,8,0.0
130,Organic Search,2025-06-20,,False,True,0,0,0,6,0.0
131,Organic Search,2025-04-30,2025-05-10,True,False,3,4,4,6,244.86
132,Paid Ads,2025-02-26,2025-03-04,True,False,3,3,3,12,121.62
133,Referrals,2025-02-22,2025-02-26,True,False,2,2,2,4,182.02
134,Social Media,2025-02-07,,True,False,0,0,0,8,0.0
135,Organic Search,2025-01-17,2025-01-28,False,True,3,9,10,6,322.44
136,Social Media,2025-06-26,,False,True,0,0,0,8,0.0
137,Paid Ads,2025-04-24,,False,True,0,0,0,12,0.0
138,Social Media,2025-02-18,2025-03-03,True,False,3,3,3,8,110.25
139,Organic Search,2025-03-03,2025-03-16,True,False,1,2,2,6,148.49
140,Paid Ads,2025-04-25,,True,False,0,0,0,12,0.0
141,Referrals,2025-04-24,2025-04-27,False,True,1,6,13,4,1197.98
142,Paid Ads,2025-04-20,,True,False,0,0,0,12,0.0
143,Social Media,2025-02-01,,True,False,0,0,0,8,0.0
144,Paid Ads,2025-02-23,2025-02-28,False,True,1,5,12,12,418.06
145,Organic Search,2025-02-04,2025-02-18,True,False,2,2,2,6,132.28
146,Paid Ads,2025-01-07,,True,False,0,0,0,12,0.0
147,Social Media,2025-04-22,2025-04-26,True,False,2,3,3,8,119.18
148,Paid Ads,2025-05-10,2025-05-17,False,True,5,10,16,12,827.71
149,Organic Search,2025-05-17,2025-05-29,False,True,2,8,12,6,1003.27
150,Organic Search,2025-04-24,2025-05-08,True,False,2,2,2,6,139.13
151,Referrals,2025-01-22,,True,False,0,0,0,4,0.0
152,Paid Ads,2025-03-16,,True,False,0,0,0,12,0.0
153,Social Media,2025-02-10,2025-02-11,True,False,2,3,3,8,101.2
154,Paid Ads,2025-01-27,,True,False,0,0,0,12,0.0
155,Referrals,2025-01-12,2025-01-17,False,True,5,6,8,4,973.39
156,Referrals,2025-05-10,2025-05-21,False,True,5,9,12,4,1027.02
157,Paid Ads,2025-05-29,,True,False,0,0,0,12,0.0
158,Organic Search,2025-02-23,2025-03-03,True,False,1,2,2,6,152.1
159,Paid Ads,2025-02-05,,False,True,0,0,0,12,0.0
160,Social Media,2025-06-03,,True,False,0,0,0,8,0.0
161,Referrals,2025-05-09,2025-05-20,False,True,1,8,11,4,1149.45
162,Organic Search,2025-04-12,2025-04-15,False,True,3,6,7,6,542.19
163,Paid Ads,2025-03-15,,True,False,0,0,0,12,0.0
164,Organic Search,2025-04-28,,True,False,0,0,0,6,0.0
165,Social Media,2025-01-12,2025-01-22,False,True,2,9,11,8,313.42
166,Paid Ads,2025-03-20,,False,True,0,0,0,12,0.0
167,Social Media,2025-02-28,,True,False,0,0,0,8,0.0
168,Paid Ads,2025-04-13,2025-04-21,False,True,4,9,11,12,497.95
169,Social Media,2025-06-20,,True,False,0,0,0,8,0.0
170,Referrals,2025-04-03,2025-04-16,False,True,5,7,11,4,953.1
171,Paid Ads,2025-02-24,,True,False,0,0,0,12,0.0
172,Paid Ads,2025-02-15,2025-03-01,False,True,6,11,15,12,651.79
173,Organic Search,2025-05-01,,False,True,0,0,0,6,0.0
174,Paid Ads,2025-01-03,,False,True,0,0,0,12,0.0
175,Social Media,2025-05-26,2025-06-04,False,True,5,11,18,8,419.47
176,Organic Search,2025-05-20,,True,False,0,0,0,6,0.0
177,Paid Ads,2025-05-04,,True,False,0,0,0,12,0.0
178,Organic Search,2025-06-02,,False,True,0,0,0,6,0.0
179,Referrals,2025-04-03,2025-04-08,True,False,2,3,3,4,277.69
180,Paid Ads,2025-01-03,,True,False,0,0,0,12,0.0
181,Organic Search,2025-06-26,2025-06-30,True,False,1,1,1,6,89.89
182,Organic Search,2025-01-03,,False,True,0,0,0,6,0.0
183,Paid Ads,2025-03-30,,True,False,0,0,0,12,0.0
184,Social Media,2025-06-02,,False,True,0,0,0,8,0.0
185,Paid Ads,2025-01-25,,False,True,0,0,0,12,0.0
186,Paid Ads,2025-05-13,2025-05-15,False,True,4,9,13,12,437.89
187,Paid Ads,2025-03-22,2025-04-04,True,False,1,1,1,12,40.6
188,Organic Search,2025-04-01,,True,False,0,0,0,6,0.0
189,Referrals,2025-03-21,2025-03-22,False,True,1,6,9,4,909.34
190,Paid Ads,2025-05-13,,True,False,0,0,0,12,0.0
191,Paid Ads,2025-01-23,2025-02-03,False,True,7,14,16,12,780.23
192,Referrals,2025-02-08,2025-02-21,False,True,1,2,3,4,307.82
193,Paid Ads,2025-04-08,,True,False,0,0,0,12,0.0
194,Organic Search,2025-03-15,2025-03-17,False,True,4,11,17,6,1242.16
195,Organic Search,2025-01-22,,True,False,0,0,0,6,0.0
196,Organic Search,2025-05-30,,False,True,0,0,0,6,0.0
197,Paid Ads,2025-04-30,2025-05-02,True,False,3,3,3,12,189.55
198,Referrals,2025-01-07,2025-01-08,False,True,7,10,13,4,1052.25
199,Organic Search,2025-01-26,2025-01-28,True,False,1,1,1,6,52.78
200,Organic Search,2025-06-06,2025-06-08,True,False,2,2,2,6,135.02
201,Paid Ads,2025-03-22,,False,True,0,0,0,12,0.0
202,Social Media,2025-03-25,,False,True,0,0,0,8,0.0
203,Social Media,2025-01-01,,True,False,0,0,0,8,0.0
204,Social Media,2025-01-24,,True,False,0,0,0,8,0.0
205,Referrals,2025-03-13,2025-03-22,True,False,1,2,2,4,211.65
206,Organic Search,2025-05-11,,False,True,0,0,0,6,0.0
207,Social Media,2025-05-02,,True,False,0,0,0,8,0.0
208,Paid Ads,2025-03-25,,False,True,0,0,0,12,0.0
209,Referrals,2025-03-04,2025-03-09,False,True,3,8,9,4,777.66
210,Organic Search,2025-02-01,,True,False,0,0,0,6,0.0
211,Social Media,2025-06-18,2025-06-24,True,False,1,1,1,8,39.24
212,Paid Ads,2025-02-23,,True,False,0,0,0,12,0.0
213,Referrals,2025-06-09,,False,True,0,0,0,4,0.0
214,Paid Ads,2025-03-18,2025-03-24,False,True,6,13,15,12,687.36
215,Organic Search,2025-05-23,2025-05-30,True,False,3,3,3,6,286.1
216,Social Media,2025-06-27,,True,False,0,0,0,8,0.0
217,Organic Search,2025-05-07,2025-05-11,False,True,6,8,14,6,1386.75
218,Referrals,2025-04-16,2025-04-18,False,True,7,11,16,4,1310.49
219,Referrals,2025-05-02,2025-05-16,False,True,5,12,17,4,1607.13
220,Referrals,2025-05-26,2025-05-31,True,False,1,1,1,4,135.7
221,Organic Search,2025-02-04,2025-02-10,False,True,1,8,12,6,1030.05
222,Organic Search,2025-04-18,,False,True,0,0,0,6,0.0
223,Referrals,2025-06-28,2025-07-02,False,True,2,6,8,4,960.18
224,Organic Search,2025-04-25,2025-05-08,False,True,5,7,12,6,913.8
225,Organic Search,2025-04-09,,False,True,0,0,0,6,0.0
226,Referrals,2025-01-02,2025-01-07,False,True,1,7,13,4,1550.08
227,Social Media,2025-04-21,,True,False,0,0,0,8,0.0
228,Organic Search,2025-03-30,,False,True,0,0,0,6,0.0
229,Organic Search,2025-06-17,2025-06-21,True,False,3,3,3,6,213.23
230,Paid Ads,2025-04-04,2025-04-09,False,True,3,7,8,12,267.62
231,Paid Ads,2025-04-28,2025-05-07,True,False,3,3,3,12,175.36
232,Organic Search,2025-02-25,2025-03-03,False,True,5,9,11,6,797.37
233,Social Media,2025-02-06,,False,True,0,0,0,8,0.0
234,Social Media,2025-03-10,2025-03-13,False,True,2,6,11,8,331.48
235,Referrals,2025-02-12,2025-02-21,False,True,1,8,15,4,1467.19
236,Paid Ads,2025-02-07,2025-02-21,False,True,2,4,8,12,239.45
237,Organic Search,2025-03-26,2025-04-03,False,True,6,11,18,6,1397.9
238,Social Media,2025-06-20,,True,False,0,0,0,8,0.0
239,Organic Search,2025-05-16,,True,False,0,0,0,6,0.0
240,Social Media,2025-01-01,2025-01-15,True,False,1,1,1,8,36.03
241,Paid Ads,2025-03-04,,True,False,0,0,0,12,0.0
242,Referrals,2025-03-09,2025-03-15,False,True,6,9,15,4,1545.25
243,Social Media,2025-05-21,,True,False,0,0,0,8,0.0
244,Referrals,2025-03-30,2025-03-31,False,True,7,14,19,4,1850.33
245,Referrals,2025-04-03,2025-04-04,False,True,3,7,13,4,1276.91
246,Organic Search,2025-03-15,,False,True,0,0,0,6,0.0
247,Referrals,2025-03-13,2025-03-19,True,False,1,2,2,4,128.03
248,Referrals,2025-02-12,2025-02-18,True,False,3,3,3,4,294.75
249,Paid Ads,2025-05-31,,True,False,0,0,0,12,0.0
250,Paid Ads,2025-05-21,2025-05-23,False,True,4,9,13,12,764.1
251,Organic Search,2025-06-06,,False,True,0,0,0,6,0.0
252,Organic Search,2025-06-26,,True,False,0,0,0,6,0.0
253,Referrals,2025-01-07,2025-01-17,True,False,3,3,3,4,339.09
254,Paid Ads,2025-02-05,,False,True,0,0,0,12,0.0
255,Social Media,2025-06-21,2025-07-01,False,True,5,12,18,8,690.68
256,Paid Ads,2025-01-09,,False,True,0,0,0,12,0.0
257,Referrals,2025-06-19,,False,True,0,0,0,4,0.0
258,Paid Ads,2025-01-19,,True,False,0,0,0,12,0.0
259,Social Media,2025-05-27,,True,False,0,0,0,8,0.0
260,Organic Search,2025-06-10,2025-06-11,False,True,5,12,15,6,1115.06
261,Organic Search,2025-06-09,,False,True,0,0,0,6,0.0
262,Paid Ads,2025-03-05,2025-03-10,True,False,2,3,3,12,139.42
263,Referrals,2025-06-18,2025-06-25,False,True,6,9,13,4,1375.54
264,Paid Ads,2025-02-05,2025-02-06,True,False,1,2,2,12,119.31
265,Referrals,2025-03-11,2025-03-15,False,True,4,6,10,4,831.85
266,Referrals,2025-02-19,2025-03-03,False,True,3,9,15,4,1624.89
267,Paid Ads,2025-06-21,,True,False,0,0,0,12,0.0
268,Paid Ads,2025-02-13,2025-02-18,False,True,7,14,15,12,908.12
269,Paid Ads,2025-04-16,2025-04-25,True,False,1,2,2,12,109.64
270,Social Media,2025-01-23,,False,True,0,0,0,8,0.0
271,Social Media,2025-04-14,,False,True,0,0,0,8,0.0
272,Paid Ads,2025-02-01,2025-02-13,True,False,2,2,2,12,94.92
273,Paid Ads,2025-05-31,2025-06-02,True,False,2,2,2,12,91.08
274,Social Media,2025-05-31,,True,False,0,0,0,8,0.0
275,Paid Ads,2025-05-30,,True,False,0,0,0,12,0.0
276,Social Media,2025-02-11,,True,False,0,0,0,8,0.0
277,Organic Search,2025-06-07,,False,True,0,0,0,6,0.0
278,Paid Ads,2025-06-12,2025-06-14,False,True,6,10,12,12,483.58
279,Organic Search,2025-01-25,2025-02-07,True,False,3,4,4,6,251.09
280,Social Media,2025-05-14,2025-05-19,False,True,5,7,11,8,495.9
281,Paid Ads,2025-03-09,2025-03-21,True,False,1,1,1,12,19.01
282,Paid Ads,2025-05-14,2025-05-25,True,False,3,3,3,12,142.92
283,Referrals,2025-01-05,,False,True,0,0,0,4,0.0
284,Social Media,2025-03-24,2025-03-29,False,True,6,12,15,8,531.57
285,Paid Ads,2025-05-24,2025-05-28,True,False,1,1,1,12,31.19
286,Organic Search,2025-05-04,,True,False,0,0,0,6,0.0
287,Organic Search,2025-03-03,,False,True,0,0,0,6,0.0
288,Paid Ads,2025-03-27,,False,True,0,0,0,12,0.0
289,Paid Ads,2025-05-29,2025-06-03,True,False,2,3,3,12,95.07
290,Paid Ads,2025-03-23,2025-03-27,True,False,1,2,2,12,93.3
291,Organic Search,2025-05-29,,False,True,0,0,0,6,0.0
292,Paid Ads,2025-03-23,,True,False,0,0,0,12,0.0
293,Referrals,2025-06-15,2025-06-25,True,False,1,2,2,4,164.58
294,Organic Search,2025-03-01,2025-03-02,True,False,2,3,3,6,253.68
295,Social Media,2025-01-21,,True,False,0,0,0,8,0.0
296,Paid Ads,2025-05-25,2025-06-02,True,False,1,2,2,12,51.09
297,Social Media,2025-03-28,,False,True,0,0,0,8,0.0
298,Paid Ads,2025-06-01,2025-06-02,True,False,1,2,2,12,81.81
299,Referrals,2025-04-20,,True,False,0,0,0,4,0.0
300,Referrals,2025-04-06,2025-04-16,False,True,4,5,12,4,734.47
301,Organic Search,2025-04-14,,False,True,0,0,0,6,0.0
302,Organic Search,2025-03-19,2025-03-28,False,True,6,13,15,6,997.33
303,Paid Ads,2025-06-13,2025-06-21,False,True,5,10,17,12,1126.64
304,Paid Ads,2025-01-10,2025-01-18,True,False,1,1,1,12,48.79
305,Referrals,2025-03-19,2025-03-28,False,True,4,10,14,4,1271.15
306,Social Media,2025-04-30,,True,False,0,0,0,8,0.0
307,Paid Ads,2025-02-08,,True,False,0,0,0,12,0.0
308,Referrals,2025-05-16,2025-05-30,True,False,3,4,4,4,318.16
309,Referrals,2025-03-30,,False,True,0,0,0,4,0.0
310,Organic Search,2025-01-27,,False,True,0,0,0,6,0.0
311,Paid Ads,2025-02-13,,True,False,0,0,0,12,0.0
312,Paid Ads,2025-01-19,2025-02-02,True,False,3,3,3,12,205.25
313,Organic Search,2025-04-21,2025-05-01,False,True,1,5,10,6,650.26
314,Paid Ads,2025-03-05,,False,True,0,0,0,12,0.0
315,Referrals,2025-05-08,,False,True,0,0,0,4,0.0
316,Referrals,2025-06-13,2025-06-23,True,False,1,2,2,4,246.5
317,Paid Ads,2025-06-11,,True,False,0,0,0,12,0.0
318,Referrals,2025-04-11,2025-04-24,False,True,2,8,11,4,1144.33
319,Paid Ads,2025-02-23,,False,True,0,0,0,12,0.0
320,Organic Search,2025-01-20,2025-01-27,False,True,6,9,14,6,1227.47
321,Referrals,2025-02-24,2025-03-04,False,True,2,8,10,4,891.79
322,Paid Ads,2025-03-04,2025-03-10,True,False,2,3,3,12,136.77
323,Organic Search,2025-06-08,,False,True,0,0,0,6,0.0
324,Organic Search,2025-05-26,2025-05-27,True,False,3,3,3,6,197.27
325,Social Media,2025-04-28,,True,False,0,0,0,8,0.0
326,Paid Ads,2025-02-16,,True,False,0,0,0,12,0.0
327,Referrals,2025-05-24,2025-05-28,False,True,2,5,10,4,1086.42
328,Referrals,2025-03-22,,True,False,0,0,0,4,0.0
329,Paid Ads,2025-02-04,,True,False,0,0,0,12,0.0
330,Social Media,2025-03-15,,True,False,0,0,0,8,0.0
331,Organic Search,2025-05-06,,False,True,0,0,0,6,0.0
332,Organic Search,2025-06-23,2025-07-05,False,True,4,5,9,6,572.41
333,Paid Ads,2025-06-01,2025-06-15,False,True,7,10,17,12,730.35
334,Paid Ads,2025-04-16,,False,True,0,0,0,12,0.0
335,Paid Ads,2025-04-17,2025-04-27,True,False,1,2,2,12,109.28
336,Paid Ads,2025-05-23,2025-05-31,True,False,3,4,4,12,153.79
337,Social Media,2025-06-19,,True,False,0,0,0,8,0.0
338,Social Media,2025-03-10,,False,True,0,0,0,8,0.0
339,Referrals,2025-05-27,2025-06-01,False,True,1,6,7,4,555.53
340,Organic Search,2025-02-02,2025-02-15,False,True,4,6,9,6,609.31
341,Paid Ads,2025-03-27,,True,False,0,0,0,12,0.0
342,Referrals,2025-01-05,,True,False,0,0,0,4,0.0
343,Organic Search,2025-04-08,,False,True,0,0,0,6,0.0
344,Organic Search,2025-02-07,,False,True,0,0,0,6,0.0
345,Paid Ads,2025-03-04,,False,True,0,0,0,12,0.0
346,Organic Search,2025-04-26,2025-05-04,False,True,7,13,17,6,1443.67
347,Social Media,2025-06-04,,True,False,0,0,0,8,0.0
348,Referrals,2025-05-11,,False,True,0,0,0,4,0.0
349,Referrals,2025-01-06,2025-01-13,True,False,2,2,2,4,194.3
350,Paid Ads,2025-02-10,,True,False,0,0,0,12,0.0
351,Organic Search,2025-02-16,2025-03-02,False,True,2,6,10,6,527.97
352,Organic Search,2025-04-19,,False,True,0,0,0,6,0.0
353,Social Media,2025-06-10,,False,True,0,0,0,8,0.0
354,Social Media,2025-04-11,,True,False,0,0,0,8,0.0
355,Paid Ads,2025-02-01,2025-02-12,True,False,1,1,1,12,35.48
356,Organic Search,2025-06-11,2025-06-17,True,False,3,3,3,6,208.28
357,Paid Ads,2025-03-10,,True,False,0,0,0,12,0.0
358,Paid Ads,2025-05-13,,False,True,0,0,0,12,0.0
359,Paid Ads,2025-06-27,2025-07-09,False,True,3,5,12,12,396.58
360,Paid Ads,2025-05-11,,True,False,0,0,0,12,0.0
361,Paid Ads,2025-06-05,,False,True,0,0,0,12,0.0
362,Paid Ads,2025-06-24,2025-07-05,True,False,2,2,2,12,82.61
363,Social Media,2025-05-19,,False,True,0,0,0,8,0.0
364,Paid Ads,2025-02-16,2025-02-25,True,False,1,2,2,12,77.84
365,Paid Ads,2025-05-08,,True,False,0,0,0,12,0.0
366,Paid Ads,2025-02-26,2025-03-12,True,False,1,1,1,12,46.13
367,Social Media,2025-03-18,,True,False,0,0,0,8,0.0
368,Referrals,2025-05-22,,False,True,0,0,0,4,0.0
369,Referrals,2025-01-30,,False,True,0,0,0,4,0.0
370,Paid Ads,2025-04-12,2025-04-21,False,True,3,6,8,12,338.19
371,Organic Search,2025-01-28,2025-02-04,True,False,1,1,1,6,77.97
372,Organic Search,2025-05-22,2025-05-27,False,True,1,7,8,6,810.26
373,Paid Ads,2025-04-30,2025-05-14,True,False,3,3,3,12,163.35
374,Paid Ads,2025-03-09,,True,False,0,0,0,12,0.0
375,Paid Ads,2025-03-27,,False,True,0,0,0,12,0.0
376,Organic Search,2025-06-07,2025-06-18,True,False,2,2,2,6,135.27
377,Referrals,2025-03-10,2025-03-15,False,True,1,6,11,4,937.72
378,Social Media,2025-03-06,2025-03-13,True,False,2,3,3,8,114.63
379,Referrals,2025-01-15,2025-01-25,False,True,6,11,14,4,1710.96
380,Organic Search,2025-02-24,2025-03-08,False,True,4,9,12,6,794.38
381,Organic Search,2025-06-11,2025-06-20,False,True,7,13,19,6,1358.24
382,Social Media,2025-05-04,,True,False,0,0,0,8,0.0
383,Referrals,2025-04-09,2025-04-12,False,True,4,5,10,4,1170.21
384,Paid Ads,2025-05-16,2025-05-28,False,True,7,12,17,12,783.53
385,Referrals,2025-03-03,2025-03-09,True,False,1,2,2,4,198.1
386,Paid Ads,2025-02-20,,True,False,0,0,0,12,0.0
387,Paid Ads,2025-01-11,2025-01-22,False,True,6,11,12,12,699.9
388,Social Media,2025-04-19,,True,False,0,0,0,8,0.0
389,Social Media,2025-04-13,,True,False,0,0,0,8,0.0
390,Paid Ads,2025-03-25,,False,True,0,0,0,12,0.0
391,Referrals,2025-05-07,2025-05-12,False,True,4,8,9,4,942.54
392,Organic Search,2025-04-15,,True,False,0,0,0,6,0.0
393,Referrals,2025-05-22,2025-05-28,False,True,7,11,14,4,1167.09
394,Social Media,2025-06-15,,True,False,0,0,0,8,0.0
